fecha,descripcion,categoria,proveedor,monto,elaboro
2025-12-21,Verdura,Insumos,Frutas Luis,300,Julián Anzaldúa Guitrón
2025-12-21,Pan y aguacate ,Insumos,Fresh,500,Julián Anzaldúa Guitrón
2025-12-21,Barbacoa,Consumo empleados,Barbacoa,500,Julián Anzaldúa Guitrón
2025-12-21,Tortilla,Insumos,Seven eleven,20,Julián Anzaldúa Guitrón
2025-12-21,Cena,Consumo empleados,Cena,150,Julián Anzaldúa Guitrón
2025-12-21,Cena,Consumo empleados,Cena,435,Julián Anzaldúa Guitrón
2025-12-21,Hielos,Insumos,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-21,Sueldo,Empleados / Mano de obra,Sueldo,3150,Julián Anzaldúa Guitrón
2025-12-21,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-21,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-12-22,Esponja,Insumos,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-22,Trapeador y escoba,Insumos,Trapeador y escoba,411,Julián Anzaldúa Guitrón
2025-12-22,Coca,Consumo empleados,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-22,Hielo,Insumos,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-22,Taxi Rona,Transporte,Taxi Rona,100,Julián Anzaldúa Guitrón
2025-12-22,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-23,Verdura,Insumos,Frutas Luis,800,Julián Anzaldúa Guitrón
2025-12-23,Refresco,Consumo empleados,Seven eleven,300,Julián Anzaldúa Guitrón
2025-12-23,Pan y aguacate ,Insumos,Fresh,250,Julián Anzaldúa Guitrón
2025-12-23,Coca,Consumo empleados,Seven eleven,56,Julián Anzaldúa Guitrón
2025-12-23,Julián,Pagos personales,Julián,1500,Julián Anzaldúa Guitrón
2025-12-23,Coca y vasos,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2025-12-23,Taxi Nicole,Transporte,Taxi nicole,100,Julián Anzaldúa Guitrón
2025-12-23,Hielo,Insumos,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-23,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-23,Taxi,Transporte,Taxi,300,Julián Anzaldúa Guitrón
2025-12-24,Coca,Consumo empleados,Seven eleven,50,Julián Anzaldúa Guitrón
2025-12-24,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-12-24,Checo,Empleados / Mano de obra,Checo,1150,Julián Anzaldúa Guitrón
2025-12-24,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-26,Conserva,Otro,Otro,300,Julián Anzaldúa Guitrón
2025-12-26,"Coca, microdin y galletas",Consumo empleados,Farmacia Guadalajara,130,Julián Anzaldúa Guitrón
2025-12-26,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2025-12-26,Aguas Frescas ,Insumos,Aguas frescas SLW ,750,Julián Anzaldúa Guitrón
2025-12-26,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-26,Salchicha,Insumos,Seven eleven,80,Julián Anzaldúa Guitrón
2025-12-26,Sueldo,Empleados / Mano de obra,Sueldo,1000,Julián Anzaldúa Guitrón
2025-12-26,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-26,Taxi,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2025-12-27,Verdura,Insumos,Frutas Luis,400,Julián Anzaldúa Guitrón
2025-12-27,Pan,Insumos,Fresh,400,Julián Anzaldúa Guitrón
2025-12-27,Envio de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2025-12-27,Coca y vasos,Consumo empleados,Seven eleven,100,Julián Anzaldúa Guitrón
2025-12-27,Taxi Checo,Transporte,Taxi Checo ,150,Julián Anzaldúa Guitrón
2025-12-27,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-27,Sueldo,Empleados / Mano de obra,Sueldo,2640,Julián Anzaldúa Guitrón
2025-12-27,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-28,Verdura,Insumos,Frutas Luis,400,Julián Anzaldúa Guitrón
2025-12-28,Afilador,Servicios / Mantenimiento,Afilador,200,Julián Anzaldúa Guitrón
2025-12-28,Coca y papel,Consumo empleados,Seven eleven,81,Julián Anzaldúa Guitrón
2025-12-28,Pan,Insumos,Fresh,400,Julián Anzaldúa Guitrón
2025-12-28,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2025-12-28,Cena,Consumo empleados,Cena,145,Julián Anzaldúa Guitrón
2025-12-28,Cena,Consumo empleados,Cena,440,Julián Anzaldúa Guitrón
2025-12-28,Cena,Consumo empleados,Cena,150,Julián Anzaldúa Guitrón
2025-12-28,Sueldo,Empleados / Mano de obra,Sueldo,2500,Julián Anzaldúa Guitrón
2025-12-28,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2025-12-28,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2025-12-29,Verdura y pan,Insumos,Fresh y Frutas Luis,600,Julián Anzaldúa Guitrón
2025-12-29,Coca y vasos,Consumo empleados,Seven eleven,80,Julián Anzaldúa Guitrón
2025-12-29,Lulu,Pagos personales,Lulu,1200,Julián Anzaldúa Guitrón
2025-12-29,Tarjeta,Pagos personales,Julián,2000,Julián Anzaldúa Guitrón
2025-12-30,Verdura,Insumos,Frutas Luis,400,Julián Anzaldúa Guitrón
2025-12-30,Coca,Consumo empleados,Seven eleven,56,Julián Anzaldúa Guitrón
2025-12-30,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2025-12-30,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2025-12-30,Tarjeta,Pagos personales,Tarjeta,2000,Julián Anzaldúa Guitrón
2025-12-30,Taxi,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2025-12-31,Verdura,Insumos,Frutas Luis,145,Julián Anzaldúa Guitrón
2025-12-31,Afilador,Servicios / Mantenimiento,Afilador,200,Julián Anzaldúa Guitrón
2025-12-31,Coca y papel,Consumo empleados,Seven eleven,85,Julián Anzaldúa Guitrón
2025-12-31,Vasos y aceite,Consumo empleados,Seven eleven,183,Julián Anzaldúa Guitrón
2025-12-31,Envio de coss,Transporte,Envio de coss,70,Julián Anzaldúa Guitrón
2025-12-31,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2025-12-31,Checo,Empleados / Mano de obra,Checo,1000,Julián Anzaldúa Guitrón
2025-12-31,Tarjeta,Pagos personales,Tarjeta,2000,Julián Anzaldúa Guitrón
2025-12-31,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2025-12-31,Taxi Checo,Transporte,Taxi Checo ,100,Julián Anzaldúa Guitrón
2026-01-02,Envio de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-02,Verdura,Insumos,Frutas Luis,600,Julián Anzaldúa Guitrón
2026-01-02,Pan,Insumos,Fresh,250,Julián Anzaldúa Guitrón
2026-01-02,Aguas SLW,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2026-01-02,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-02,Coca,Consumo empleados,Seven eleven,47,Julián Anzaldúa Guitrón
2026-01-02,Domicilio,Transporte,Domicilio,63,Julián Anzaldúa Guitrón
2026-01-02,Tarjeta,Pagos personales,Julián,2000,Julián Anzaldúa Guitrón
2026-01-03,Pan y aguacate ,Insumos,Fresh,350,Julián Anzaldúa Guitrón
2026-01-03,Verdura,Insumos,Frutas Luis,368,Julián Anzaldúa Guitrón
2026-01-03,Coca,Consumo empleados,Seven eleven,55,Julián Anzaldúa Guitrón
2026-01-03,Envio de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-03,Coca y vasos,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2026-01-03,Sueldo,Empleados / Mano de obra,Sueldo,2720,Julián Anzaldúa Guitrón
2026-01-03,Taxi Juan,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-03,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-03,Papel de baño,Consumo empleados,Seven eleven,30,Julián Anzaldúa Guitrón
2026-01-03,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-03,Tarjeta,Pagos personales,Julián,2000,Julián Anzaldúa Guitrón
2026-01-04,Verdura,Insumos,Frutas Luis,400,Julián Anzaldúa Guitrón
2026-01-04,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-04,Coca,Consumo empleados,Seven eleven,70,Julián Anzaldúa Guitrón
2026-01-04,Cena Miguel,Consumo empleados,Yoggi,120,Julián Anzaldúa Guitrón
2026-01-04,Sky,Servicios / Mantenimiento,Sky,1277,Julián Anzaldúa Guitrón
2026-01-04,Cena,Consumo empleados,Cena,785,Julián Anzaldúa Guitrón
2026-01-04,Taxi Daniela,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-04,Sueldo,Empleados / Mano de obra,Sueldo,2500,Julián Anzaldúa Guitrón
2026-01-04,Tarjeta,Pagos personales,Julián,2000,Julián Anzaldúa Guitrón
2026-01-05,Verdura,Insumos,Frutas Luis,337,Julián Anzaldúa Guitrón
2026-01-05,"Pan, rosca, tortillas",Insumos,Fresh,500,Julián Anzaldúa Guitrón
2026-01-05,Coca y vasos,Consumo empleados,Seven eleven,80,Julián Anzaldúa Guitrón
2026-01-05,Taxi,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2026-01-05,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-06,Faltante en caja,Faltante,Faltante,170,Julián Anzaldúa Guitrón
2026-01-06,Envio de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-06,Verdura,Insumos,Frutas Luis,150,Julián Anzaldúa Guitrón
2026-01-06,Coca,Consumo empleados,Seven eleven,62,Julián Anzaldúa Guitrón
2026-01-06,Tortugas,Insumos,Tortugas,420,Julián Anzaldúa Guitrón
2026-01-06,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2026-01-06,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-06,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2026-01-06,Taxi,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-06,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-06,Fumigador,Servicios / Mantenimiento,Grupo Nemesis,1150,Julián Anzaldúa Guitrón
2026-01-07,Verdura,Insumos,Frutas Luis,600,Julián Anzaldúa Guitrón
2026-01-07,Agua Epura,Consumo empleados,Epura,120,Julián Anzaldúa Guitrón
2026-01-07,Coca y papel de baño,Consumo empleados,Seven eleven,85,Julián Anzaldúa Guitrón
2026-01-07,Checo,Empleados / Mano de obra,Checo,500,Julián Anzaldúa Guitrón
2026-01-07,Envío de coss,Transporte,Envio de coss,120,Julián Anzaldúa Guitrón
2026-01-07,Taxi,Transporte,Taxi,300,Julián Anzaldúa Guitrón
2026-01-07,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-08,Julián,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-08,Coca y vasos,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2026-01-08,Envío de coss,Transporte,Envio de coss,100,Julián Anzaldúa Guitrón
2026-01-08,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-08,Taxi Daniela,Transporte,Taxi Daniela,100,Julián Anzaldúa Guitrón
2026-01-09,Verdura,Insumos,Frutas Luis,672,Julián Anzaldúa Guitrón
2026-01-09,Envío de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-09,Coca,Consumo empleados,Seven eleven,62,Julián Anzaldúa Guitrón
2026-01-09,Poncho,Servicios / Mantenimiento,Poncho,250,Julián Anzaldúa Guitrón
2026-01-09,Cubrebocas,Insumos,Farmacia Guadalajara,50,Julián Anzaldúa Guitrón
2026-01-09,Checo,Empleados / Mano de obra,Checo,150,Julián Anzaldúa Guitrón
2026-01-09,Coca,Consumo empleados,Seven eleven,42,Julián Anzaldúa Guitrón
2026-01-09,Papel y pan hotdog,Insumos,Seven eleven,83,Julián Anzaldúa Guitrón
2026-01-09,Salado,Empleados / Mano de obra,Salado,2000,Julián Anzaldúa Guitrón
2026-01-09,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-10,Envío de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-10,Aguas SLW,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2026-01-10,Coca y vasos,Consumo empleados,Seven eleven,91,Julián Anzaldúa Guitrón
2026-01-10,Verdura,Insumos,Frutas Luis,315,Julián Anzaldúa Guitrón
2026-01-10,Pan,Insumos,Fresh,500,Julián Anzaldúa Guitrón
2026-01-10,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-10,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-10,Coca,Consumo empleados,Seven eleven,60,Julián Anzaldúa Guitrón
2026-01-10,Farmacia Guadalajara,Consumo empleados,Farmacia Guadalajara,150,Julián Anzaldúa Guitrón
2026-01-10,Taxi Rona,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-10,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-10,Sueldo,Empleados / Mano de obra,Sueldo,2080,Julián Anzaldúa Guitrón
2026-01-11,Verdura,Insumos,Frutas Luis,360,Julián Anzaldúa Guitrón
2026-01-11,Taxi Rona,Transporte,Taxi,50,Julián Anzaldúa Guitrón
2026-01-11,Papas,Otro,Papas AP,120,Julián Anzaldúa Guitrón
2026-01-11,Coca,Consumo empleados,Seven eleven,53,Julián Anzaldúa Guitrón
2026-01-11,Leche,Consumo empleados,Seven eleven,21,Julián Anzaldúa Guitrón
2026-01-11,Devolución,Devolución,Devolución,230,Julián Anzaldúa Guitrón
2026-01-11,Cena,Consumo empleados,Cena,800,Julián Anzaldúa Guitrón
2026-01-11,Sueldo,Empleados / Mano de obra,Sueldo,2500,Julián Anzaldúa Guitrón
2026-01-11,Taxi Rona,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-11,Sueldo,Empleados / Mano de obra,Rona,650,Julián Anzaldúa Guitrón
2026-01-11,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-12,Verdura,Insumos,Frutas Luis,310,Julián Anzaldúa Guitrón
2026-01-12,Vasos,Consumo empleados,Seven eleven,36,Julián Anzaldúa Guitrón
2026-01-12,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-13,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2026-01-13,Julián,Pagos personales,Julián,500,Julián Anzaldúa Guitrón
2026-01-13,Devolución,Devolución,Devolución,169,Julián Anzaldúa Guitrón
2026-01-13,Papel y coca,Consumo empleados,Seven eleven,136,Julián Anzaldúa Guitrón
2026-01-13,Pan,Insumos,Fresh,300,Julián Anzaldúa Guitrón
2026-01-13,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-13,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-14,Verdura,Insumos,Julián,270,Julián Anzaldúa Guitrón
2026-01-14,Devolución,Devolución,Devolución,100,Julián Anzaldúa Guitrón
2026-01-14,Coca,Consumo empleados,Seven eleven,55,Julián Anzaldúa Guitrón
2026-01-14,Envío de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-14,Taxi,Transporte,Taxi,300,Julián Anzaldúa Guitrón
2026-01-14,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-15,Verdura,Insumos,Frutas Luis,400,Julián Anzaldúa Guitrón
2026-01-15,Coca y vasos,Consumo empleados,Seven eleven,80,Julián Anzaldúa Guitrón
2026-01-15,Julián,Pagos personales,Julián,1100,Julián Anzaldúa Guitrón
2026-01-15,Taxi Miguel,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-15,Papel de baño,Consumo empleados,Seven eleven,41,Julián Anzaldúa Guitrón
2026-01-15,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-15,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2026-01-16,Verdura,Insumos,Frutas Luis,500,Julián Anzaldúa Guitrón
2026-01-16,Pan y aguacate ,Insumos,Fresh,500,Julián Anzaldúa Guitrón
2026-01-16,Coca y sal,Consumo empleados,Seven eleven,84,Julián Anzaldúa Guitrón
2026-01-16,Taxi Checo,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2026-01-16,Brownie,Insumos,Chica brownie,400,Julián Anzaldúa Guitrón
2026-01-16,Sueldo,Empleados / Mano de obra,Sueldo,11000,Julián Anzaldúa Guitrón
2026-01-16,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-16,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-17,Verdura,Insumos,Frutas Luis,420,Julián Anzaldúa Guitrón
2026-01-17,Envío de coss,Transporte,Envio de coss,100,Julián Anzaldúa Guitrón
2026-01-17,Aguas SLW,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2026-01-17,Domicilio,Domicilio,Domicilio,77,Julián Anzaldúa Guitrón
2026-01-17,Farmacia Guadalajara,Otro,Farmacia Guadalajara,180,Julián Anzaldúa Guitrón
2026-01-17,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-17,Taxi Miguel,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-17,Taxi Rona,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-17,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-17,Tarjeta,Pagos personales,Julián,2000,Julián Anzaldúa Guitrón
2026-01-18,Alsuper,Insumos,Alsuper,156,Julián Anzaldúa Guitrón
2026-01-18,Verdura,Insumos,Frutas Luis,264,Julián Anzaldúa Guitrón
2026-01-18,Cerveza,Pagos personales,Seven eleven,280,Julián Anzaldúa Guitrón
2026-01-18,Cubrebocas,Insumos,Farmacia Guadalajara,30,Julián Anzaldúa Guitrón
2026-01-18,Pan,Insumos,Fresh,158,Julián Anzaldúa Guitrón
2026-01-18,"Coca, vasos y papel",Consumo empleados,Seven eleven,128,Julián Anzaldúa Guitrón
2026-01-18,Sueldo,Empleados / Mano de obra,Sueldo,700,Julián Anzaldúa Guitrón
2026-01-18,Cena,Consumo empleados,Cena,600,Julián Anzaldúa Guitrón
2026-01-18,Cena,Consumo empleados,Cena,107,Julián Anzaldúa Guitrón
2026-01-18,Taxi Daniela,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-18,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-18,Taxi Juan,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-18,Taxi Rona,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-18,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-19,Coca,Consumo empleados,Seven eleven,68,Julián Anzaldúa Guitrón
2026-01-19,Caja,Otro,Caja,20,Julián Anzaldúa Guitrón
2026-01-19,Pan y tortillas,Insumos,Fresh,400,Julián Anzaldúa Guitrón
2026-01-19,Taxis,Transporte,Taxi,300,Julián Anzaldúa Guitrón
2026-01-19,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-20,Coca,Consumo empleados,Seven eleven,62,Julián Anzaldúa Guitrón
2026-01-20,Pan y sellador,Insumos,Fresh,600,Julián Anzaldúa Guitrón
2026-01-20,Lulu,Pagos personales,Lulu,1200,Julián Anzaldúa Guitrón
2026-01-20,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2026-01-20,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-20,Taxi,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2026-01-20,Otro,Otro,Otro,62,Julián Anzaldúa Guitrón
2026-01-21,Envío de coss,Transporte,Envio de coss,50,Julián Anzaldúa Guitrón
2026-01-21,Coca,Consumo empleados,Seven eleven,80,Julián Anzaldúa Guitrón
2026-01-21,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-21,Taxis,Transporte,Taxi,300,Julián Anzaldúa Guitrón
2026-01-22,Verduras,Insumos,Frutas Luis,384,Julián Anzaldúa Guitrón
2026-01-22,Pan y aguacate ,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-22,Tortugas,Insumos,Tortugas,420,Julián Anzaldúa Guitrón
2026-01-22,Papel de baño,Consumo empleados,Seven eleven,38,Julián Anzaldúa Guitrón
2026-01-22,Cloro,Insumos,Seven eleven,18,Julián Anzaldúa Guitrón
2026-01-22,Taxi Daniela,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-22,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-23,Aguas SLW,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2026-01-23,Taxi Miguel,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-23,Verdura,Insumos,Frutas Luis,456,Julián Anzaldúa Guitrón
2026-01-23,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-23,Aceite,Insumos,Aceite,190,Julián Anzaldúa Guitrón
2026-01-23,Coca y vasos,Consumo empleados,Seven eleven,104,Julián Anzaldúa Guitrón
2026-01-23,Pan y aguacate ,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-23,Julián,Pagos personales,Julián,1150,Julián Anzaldúa Guitrón
2026-01-23,Envío de coss,Transporte,Envio de coss,140,Julián Anzaldúa Guitrón
2026-01-23,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-23,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2026-01-23,Taxis,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2026-01-24,Envío de coss,Transporte,Envio de coss,60,Julián Anzaldúa Guitrón
2026-01-24,Agua Epura,Consumo empleados,Epura,112,Julián Anzaldúa Guitrón
2026-01-24,Coca y curitas,Consumo empleados,Seven eleven,103,Julián Anzaldúa Guitrón
2026-01-24,"Verdura, pan y aguacate",Insumos,Frutas Luis y Fresh,700,Julián Anzaldúa Guitrón
2026-01-24,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-24,Julián,Pagos personales,Julián,266,Julián Anzaldúa Guitrón
2026-01-24,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-25,Verdura,Insumos,Frutas Luis,200,Julián Anzaldúa Guitrón
2026-01-25,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-25,Coca y papel,Consumo empleados,Seven eleven,100,Julián Anzaldúa Guitrón
2026-01-25,Cena Miguel,Consumo empleados,Cena,140,Julián Anzaldúa Guitrón
2026-01-25,Cena,Consumo empleados,Cena,606,Julián Anzaldúa Guitrón
2026-01-25,Julián,Pagos personales,Julián,800,Julián Anzaldúa Guitrón
2026-01-25,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-25,Sueldo,Empleados / Mano de obra,Sueldo,2500,Julián Anzaldúa Guitrón
2026-01-26,Afilador,Servicios / Mantenimiento,Afilador,200,Julián Anzaldúa Guitrón
2026-01-26,Devolución (diferencia),Devolución,Devolución,80,Julián Anzaldúa Guitrón
2026-01-26,Verdura,Insumos,Frutas Luis,120,Julián Anzaldúa Guitrón
2026-01-26,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-26,Sueldo,Empleados / Mano de obra,Rona,800,Julián Anzaldúa Guitrón
2026-01-26,Taxis,Transporte,Taxis,200,Julián Anzaldúa Guitrón
2026-01-27,Coca y vasos,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2026-01-27,Checo,Transporte,Taxi,50,Julián Anzaldúa Guitrón
2026-01-27,Aguas SLW,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2026-01-27,Market,Servicios / Mantenimiento,Market,750,Julián Anzaldúa Guitrón
2026-01-27,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-27,Taxis,Transporte,Taxi,200,Julián Anzaldúa Guitrón
2026-01-28,Coca y papel de baño,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2026-01-28,Checo,Empleados / Mano de obra,Checo,600,Julián Anzaldúa Guitrón
2026-01-28,Verdura,Insumos,Frutas Luis,450,Julián Anzaldúa Guitrón
2026-01-28,Taxis,Transporte,Taxi,250,Julián Anzaldúa Guitrón
2026-01-28,Julián,Pagos personales,Julián,500,Julián Anzaldúa Guitrón
2026-01-28,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-29,Verdura ,Insumos,Frutas Luis,450,Julián Anzaldúa Guitrón
2026-01-29,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-29,Coca,Consumo empleados,Seven eleven,45,Julián Anzaldúa Guitrón
2026-01-29,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-29,Taxi Daniela,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-29,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-30,Verdura,Insumos,Frutas Luis,620,Julián Anzaldúa Guitrón
2026-01-30,Coca y vasos,Consumo empleados,Seven eleven,98,Julián Anzaldúa Guitrón
2026-01-30,Julián,Pagos personales,Julián,300,Julián Anzaldúa Guitrón
2026-01-30,Pan,Insumos,Fresh,200,Julián Anzaldúa Guitrón
2026-01-30,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-30,Taxi Evelyn,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-30,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-30,Gasolina,Transporte,Cristy,500,Julián Anzaldúa Guitrón
2026-01-30,Taxi Rona,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-31,Aguas SLW,Insumos,Aguas SLW,750,Julián Anzaldúa Guitrón
2026-01-31,Coca,Consumo empleados,Seven eleven,90,Julián Anzaldúa Guitrón
2026-01-31,"Pan, aguacate y tortillas",Insumos,Fresh,650,Julián Anzaldúa Guitrón
2026-01-31,Julián,Pagos personales,Julián,2240,Julián Anzaldúa Guitrón
2026-01-31,Lulu,Pagos personales,Lulu,1200,Julián Anzaldúa Guitrón
2026-01-31,Tarjeta,Pagos personales,Julián,1000,Julián Anzaldúa Guitrón
2026-01-31,Taxi Daniela,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-31,Taxi Rona,Transporte,Taxi,100,Julián Anzaldúa Guitrón
2026-01-31,Taxi Checo,Transporte,Taxi,100,Julián Anzaldúa Guitrón
